127.0.0.1 - - [27/Feb/2026:20:40:43 +0800] "GET / HTTP/1.1" 200 888 "-" "Mozilla/5.0 (Windows NT; Windows NT 10.0; zh-CN) WindowsPowerShell/5.1.26100.7705"
127.0.0.1 - - [21/Mar/2026:17:03:03 +0800] "GET /api/jobs HTTP/1.1" 200 1321 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:03 +0800] "GET /api/auth/chat/unread-count HTTP/1.1" 200 77 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:04 +0800] "GET /pages/recruitment.html HTTP/1.1" 304 0 "http://localhost:8081/pages/market.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:04 +0800] "GET /api/auth/chat/unread-count HTTP/1.1" 200 77 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:04 +0800] "GET /api/jobs HTTP/1.1" 200 1321 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:04 +0800] "GET /pages/my-applications.html HTTP/1.1" 200 1822 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:04 +0800] "GET /js/my-applications.js HTTP/1.1" 200 1464 "http://localhost:8081/pages/my-applications.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:03:04 +0800] "GET /api/auth/job-applications/mine HTTP/1.1" 200 309 "http://localhost:8081/pages/my-applications.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:24 +0800] "GET /api/auth/chat/unread-count HTTP/1.1" 200 77 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:24 +0800] "GET /api/jobs HTTP/1.1" 200 1321 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:30 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /api/supply/demands HTTP/1.1" 200 3398 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/boys/boys-tshirt-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/boys/boys-pants-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/babies/babies-romper-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/girls/girls-dress-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/seasonal/seasonal-down-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/uniforms/uniforms-primary-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/special/special-hanfu-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/products/boys/boys-shirt-01.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /images/company/company-logo1.jpg HTTP/1.1" 404 555 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /api/auth/cart/count HTTP/1.1" 200 77 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:31 +0800] "GET /api/products HTTP/1.1" 200 2232 "http://localhost:8081/pages/product.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:32 +0800] "GET /api/supply/demands HTTP/1.1" 200 3398 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:39 +0800] "GET /api/auth/enterprises HTTP/1.1" 200 2960 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:40 +0800] "GET /api/supply/demands HTTP/1.1" 200 3398 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:42 +0800] "GET /api/supply/demands/8 HTTP/1.1" 200 853 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:17:08:56 +0800] "GET /pages/supply-chain.html HTTP/1.1" 200 15986 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:08:56 +0800] "GET /css/supply-chain.css HTTP/1.1" 200 19867 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:08:56 +0800] "GET /images/zhili-map.jpg HTTP/1.1" 200 154576 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:08:56 +0800] "GET /images/supply-chain-inventory.jpg HTTP/1.1" 200 69027 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:08:56 +0800] "GET /js/supply-chain.js HTTP/1.1" 200 53086 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:08:57 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:09:17 +0800] "GET /api/supply/connections/published HTTP/1.1" 200 567 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:30:20 +0800] "GET /api/auth/chat/unread-count HTTP/1.1" 200 77 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:30:20 +0800] "GET /api/jobs HTTP/1.1" 200 1321 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:02 +0800] "GET /pages/enterprise.html HTTP/1.1" 200 6959 "http://localhost:8081/pages/recruitment.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:02 +0800] "GET /css/enterprise.css HTTP/1.1" 200 1860 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:02 +0800] "GET /js/pagination.js HTTP/1.1" 200 1298 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:02 +0800] "GET /js/enterprise.js HTTP/1.1" 200 6551 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:02 +0800] "GET /api/auth/enterprises HTTP/1.1" 200 2960 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:03 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:05 +0800] "GET /api/supply/connections/published HTTP/1.1" 200 567 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:27 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:28 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:28 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:29 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:37:49 +0800] "GET /api/supply/supplies HTTP/1.1" 200 3299 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:41:37 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:41:38 +0800] "GET /api/supply/demands HTTP/1.1" 200 3399 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:42:07 +0800] "POST /api/supply/connections HTTP/1.1" 200 77 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:42:07 +0800] "GET /api/supply/demands HTTP/1.1" 200 3411 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:42:14 +0800] "GET /api/supply/connections/published HTTP/1.1" 200 568 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:42:41 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:42:41 +0800] "GET /api/supply/demands HTTP/1.1" 200 3411 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:42:46 +0800] "GET /api/supply/demands/8 HTTP/1.1" 200 859 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:43:03 +0800] "POST /api/supply/connections HTTP/1.1" 200 77 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:43:03 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:48:47 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:48:47 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:48:48 +0800] "GET /pages/supply-chain.html HTTP/1.1" 304 0 "http://localhost:8081/pages/enterprise.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:48:49 +0800] "GET /api/supply/demands HTTP/1.1" 200 3417 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:48:52 +0800] "GET /api/supply/connections/published HTTP/1.1" 200 568 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:17:48:56 +0800] "GET /api/supply/connections/published HTTP/1.1" 200 568 "http://localhost:8081/pages/supply-chain.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:22:05 +0800] "GET /pages/training.html HTTP/1.1" 200 4713 "http://localhost:8081/pages/job-info.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:19:22:16 +0800] "GET /favicon.ico HTTP/1.1" 404 555 "http://localhost:8081/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:22:27 +0800] "GET / HTTP/1.1" 200 8082 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:22:32 +0800] "GET /pages/training.html HTTP/1.1" 304 0 "http://localhost:8081/pages/job-info.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:19:22:36 +0800] "GET / HTTP/1.1" 200 8082 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36" "-"
127.0.0.1 - - [21/Mar/2026:19:22:38 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:22:39 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:22:39 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:22:51 +0800] "GET / HTTP/1.1" 200 8082 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:23:01 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:23:02 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:23:02 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:23:26 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:23:30 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:24:16 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:24:17 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:24:17 +0800] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:29:44 +0800] "GET /pages/login.html HTTP/1.1" 200 2226 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:29:44 +0800] "GET /favicon.ico HTTP/1.1" 404 555 "http://localhost:8081/pages/login.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:36:01 +0800] "GET / HTTP/1.1" 200 8079 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:19:36:02 +0800] "GET /pages/login.html HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:20:04:46 +0800] "GET / HTTP/1.1" 200 6743 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
127.0.0.1 - - [21/Mar/2026:20:04:46 +0800] "GET /favicon.ico HTTP/1.1" 404 555 "http://localhost:8081/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36 Edg/146.0.0.0" "-"
